,phrase,Y,Yhat (GPT4o),confidence
874,"As predictable as the outcome of a Globetrotters-Generals game , Juwanna Mann is even more ludicrous than you 'd expect from the guy-in-a-dress genre , and a personal low for everyone involved",0.20833,0.1,0.8
875,"to The Chateau , a sense of light-heartedness , that makes it attractive throughout",0.73611,0.8,0.7999999999999999
876,luv-spreading,0.65278,0.8,0.7999999999999999
877,executives or test audiences,0.48611,0.5,0.6000000000000001
878,discomfort,0.34722,0.2,0.8
879,theaters since ... well,0.44444,0.3,0.8
880,to one of the most dangerous parts of the world,0.5,0.2,0.8
881,air-conditioning,0.5,0.5,0.8
882,celluloid,0.44444,0.5,0.8
883,", but its not very informative about its titular character and no more challenging than your average television biopic",0.33333,0.3,0.8
884,"hugely imaginative and successful casting to its great credit , as well as one terrific score and attitude to spare",0.91667,0.8,0.7999999999999999
885,Has a customarily jovial air but a deficit of flim-flam,0.5,0.5,0.8
886,be classified as one of those ` alternate reality ',0.54167,0.3,0.8
887,long at 110,0.48611,0.5,0.8
888,I was unable to get the full brunt of the comedy,0.45833,0.3,0.8
889,"Sorority Boys , whose makers apparently believe that women 's clothing can cover up any deficiency in acting , writing or direction",0.36111,0.2,0.8
890,"crass , low-wattage",0.30556,0.2,0.8
891,"friends , family",0.52778,0.8,0.7999999999999999
892,it 's tempting to jump ship in January to avoid ridiculous schlock like this shoddy suspense thriller .,0.33333,0.2,0.8
893,Partly,0.58333,0.5,0.8
894,"The story 's scope and pageantry are mesmerizing , and Mr . Day-Lewis roars with leonine power .",0.77778,0.8500000000000001,0.9
895,It never rises to its clever what-if concept .,0.33333,0.2,0.8
896,"this movie strives to be more , but does n't quite get there .",0.34722,0.3,0.8
897,funny to shattering and featuring some of the year 's best acting,0.94444,0.8,0.7999999999999999
898,write,0.5,0.5,0.8
899,"all , Road to Perdition",0.41667,0.4,0.8
900,it 's badder than bad .,0.013889,0.1,0.8
901,"enough to provide the pleasures of a slightly naughty , just-above-average off - Broadway play",0.70833,0.6,0.8
902,", that 's not always a bad thing",0.68056,0.5,0.8
903,Hallmark commercial,0.34722,0.5,0.8
904,a quirky cast,0.625,0.7,0.7999999999999999
905,Whale,0.5,0.5,0.8
906,A chiller,0.48611,0.4,0.8
907,semi-improvised,0.55556,0.5,0.8
908,the pun,0.5,0.5,0.8
909,all of the characters ' moves,0.55556,0.4499999999999999,0.7
910,the love story,0.5,0.7,0.7999999999999999
911,plain old blarney,0.13889,0.3,0.8
912,perseverance and hopeless closure,0.56944,0.3,0.8
913,in concert,0.5,0.5,0.8
914,"The photographer 's show-don ` t-tell stance is admirable , but it can make him a problematic documentary subject",0.55556,0.3,0.8
915,' romantic,0.61111,0.8,0.7999999999999999
916,contemptible imitator,0.375,0.1,0.8
917,stay late,0.52778,0.35,0.7
918,Elder,0.58333,0.5,0.8
919,"'ve been nice if the screenwriters had trusted audiences to understand a complex story , and left off the film 's predictable denouement",0.375,0.3,0.8
920,collaborative process,0.5,0.7,0.7999999999999999
921,permanent,0.5,0.5,0.8
922,"you hope Britney wo n't do it one more time , as far as",0.45833,0.3,0.8
923,done in half an hour,0.41667,0.5,0.8
924,college football fight song,0.58333,0.7,0.7999999999999999
925,15th,0.58333,0.5,0.8
926,deeply meditative,0.625,0.7,0.7999999999999999
927,creeps into your heart .,0.65278,0.3,0.8
928,It 's a fanboy ` what if ? ',0.55556,0.4,0.8
929,"frantic and fun , but also soon forgotten",0.61111,0.4,0.8
930,"has no doubt fantasized about what an unhappy , repressed and twisted personal life their tormentor deserved .",0.22222,0.2,0.8
931,"the anthropomorphic animal characters are beautifully realized through clever makeup design , leaving one to hope that the eventual DVD release will offer subtitles and the original Italian-language soundtrack",0.75,0.7,0.7999999999999999
932,the film is about the art of ripping people off without ever letting them consciously know you have done so,0.44444,0.3,0.8
933,K. Dick stories,0.5,0.5,0.8
934,with a smile on your face,0.72222,0.8,0.7999999999999999
935,prepubescent girl,0.47222,0.5,0.8
936,Nohe 's documentary about the event is sympathetic without being gullible :,0.55556,0.7,0.7999999999999999
937,surreal kid 's picture,0.51389,0.5,0.6000000000000001
938,mounting disbelief,0.40278,0.2,0.8
939,their acting chops,0.5,0.5,0.8
940,bittersweet themes are reinforced,0.54167,0.4,0.8
941,first-time director Denzel Washington and a top-notch cast manage to keep things interesting .,0.81944,0.8,0.7999999999999999
942,most offensive thing,0.16667,0.1,0.8
943,Morvern Callar as the characters are in it .,0.625,0.4,0.8
944,", beautiful people",0.68056,0.8,0.7999999999999999
945,acquires an undeniable entertainment value,0.84722,0.7,0.7999999999999999
946,one big point to Promises,0.54167,0.7,0.7999999999999999
947,'' is suitable summer entertainment,0.68056,0.7,0.7999999999999999
948,me say the obvious,0.5,0.4,0.8
949,'s the funniest American comedy since Graffiti Bridge .,0.88889,0.7,0.7999999999999999
950,This is one of the year 's best films .,0.90278,0.8500000000000001,0.9
951,"love it , too",0.81944,0.8,0.7999999999999999
952,dances .,0.54167,0.7,0.7999999999999999
953,"by the end of Monsoon Wedding , sent my spirit soaring out of the theater",0.95833,0.8,0.7999999999999999
954,unimpressive acting and indifferent direction,0.16667,0.2,0.8
955,"a natural , unforced style",0.58333,0.8,0.7999999999999999
956,understand what this story is really all about,0.48611,0.5,0.8
957,any given frame look,0.5,0.4,0.8
958,wrapped in the heart-pounding suspense of a stylish psychological thriller,0.80556,0.8,0.7999999999999999
959,"is supposed to be , but ca n't really call it a work of art",0.27778,0.3,0.8
960,to their characters,0.56944,0.5,0.8
961,self-consciousness,0.5,0.4,0.8
962,M.,0.5,0.5,0.8
963,is more accurately,0.58333,0.5,0.8
964,were less densely plotted,0.30556,0.3,0.8
965,something that is ultimately suspiciously familiar,0.33333,0.3,0.8
966,surprising less moldy and trite,0.59722,0.3,0.8
967,"Truth or Consequences , N . M . '",0.5,0.5,0.8
968,of pace,0.5,0.5,0.8
969,by mediocrity . Not bad,0.55556,0.5,0.8
970,Bound,0.48611,0.4,0.8
971,keep this fresh .,0.69444,0.7,0.7999999999999999
972,Rob,0.5,0.5,0.8
973,race,0.5,0.5,0.8
974,"Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",0.76389,0.7,0.7999999999999999
975,2 's,0.5,0.5,0.8
976,"Those prone to indignation need not apply ; those susceptible to blue hilarity , step right up",0.65278,0.5,0.8
977,Sailor Moon,0.5,0.8,0.7999999999999999
978,'s no art,0.44444,0.3,0.8
979,a freshness and modesty that transcends their predicament,0.59722,0.8,0.7999999999999999
980,humor and heart and very talented young actors,0.76389,0.8,0.7999999999999999
981,sturdiest example yet,0.76389,0.7,0.7999999999999999
982,Orlando Jones ),0.51389,0.5,0.8
983,a precious twinkle,0.68056,0.8,0.7999999999999999
984,that there 's no other reason why anyone should bother remembering it,0.25,0.2,0.8
985,to make it sting,0.43056,0.3,0.8
986,"uses a totally unnecessary prologue , just because it seems obligatory",0.30556,0.2,0.8
987,"As an introduction to the man 's theories and influence , Derrida is all but useless ; as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable .",0.70833,0.4,0.8
988,witty and inventive,0.75,0.8,0.7999999999999999
989,the last few cloying moments,0.40278,0.2,0.8
990,bravery and,0.52778,0.7,0.7999999999999999
991,", really stupid",0.31944,0.1,0.8
992,overwrought,0.22222,0.3,0.8
993,'s no plot in this Antonio Banderas-Lucy Liu faceoff . It 's still terrible,0.125,0.1,0.8
994,to its clever what-if concept,0.66667,0.5,0.8
995,Scorsese does n't give us a character worth giving a damn about .,0.20833,0.2,0.8
996,are jarring and deeply out of place in what could have ( and probably should have ) been a lighthearted comedy,0.22222,0.2,0.8
997,mummified,0.5,0.3,0.8
998,the masterful British actor Ian Holm,0.84722,0.8,0.7999999999999999
999,The Fanboy,0.5,0.5,0.8
1000,An unbelievably fun film,0.86111,0.8500000000000001,0.9
1001,oddly whimsical,0.76389,0.7,0.7999999999999999
1002,adaptations .,0.51389,0.5,0.8
1003,it 's extremely well played and often very funny,0.76389,0.8500000000000001,0.9
1004,", it 's almost funny .",0.41667,0.5,0.8
1005,lazy summer afternoon,0.5,0.7,0.7999999999999999
1006,an 83 minute document,0.48611,0.4,0.8
1007,measured against Anthony Asquith 's acclaimed 1952 screen adaptation,0.48611,0.4,0.8
1008,is a fierce dance of destruction,0.54167,0.3,0.8
1009,for the candidate,0.5,0.5,0.8
1010,to fuse the two ` woods ',0.45833,0.4499999999999999,0.7
1011,"The attraction between these two marginal characters is complex from the start -- and , refreshingly , stays that way .",0.75,0.7,0.7999999999999999
1012,have all the suspense of a 20-car pileup,0.27778,0.2,0.8
1013,"the fuzzy sentimentality of the movie itself , which feels",0.34722,0.4,0.8
1014,You never know where Changing Lanes is going to take you,0.80556,0.5,0.8
1015,standard plot,0.45833,0.5,0.8
1016,be smarter and more diabolical,0.61111,0.3,0.8
1017,your local multiplex,0.5,0.5,0.8
1018,heritage,0.5,0.5,0.8
1019,"little too obvious ,",0.33333,0.3,0.8
1020,petty thievery like this that puts flimsy flicks like this behind bars,0.18056,0.2,0.8
1021,its rather slow beginning,0.33333,0.3,0.8
1022,is in love with its own cleverness,0.41667,0.4,0.8
1023,"it 's often overwritten , with a surfeit of weighty revelations , flowery dialogue , and nostalgia for the past and roads not taken .",0.33333,0.2,0.8
1024,"to the 51st power , more",0.52778,0.5,0.8
1025,was kind of terrific once,0.75,0.7,0.7999999999999999
1026,"Holland lets things peter out midway , but it 's notably better acted -- and far less crass - than some other recent efforts in the burgeoning genre of films about black urban professionals .",0.65278,0.5,0.8
1027,leave a lasting impression,0.79167,0.7,0.7999999999999999
1028,byatt fans,0.55556,0.5,0.8
1029,"The filmmakers are playing to the Big Boys in New York and L . A . To that end , they mock the kind of folks they do n't understand , ones they figure the power-lunchers do n't care to understand , either .",0.27778,0.2,0.8
1030,Kate,0.5,0.5,0.8
1031,are as valid today,0.55556,0.5,0.8
1032,are n't too familiar with turntablism,0.48611,0.4,0.8
1033,never is,0.5,0.3,0.8
1034,"smart , funny and just honest enough to provide the pleasures of a slightly naughty , just-above-average off - broadway play .",0.79167,0.7,0.7999999999999999
1035,then illuminates it fully,0.61111,0.7,0.7999999999999999
1036,Beers,0.5,0.5,0.8
1037,root for throughout,0.59722,0.5,0.8
1038,what the point is,0.5,0.3,0.8
1039,wrapping,0.44444,0.5,0.8
1040,like Roger,0.5,0.7,0.7999999999999999
1041,than a chuckle,0.5,0.4,0.8
1042,sabotaged by pomposity,0.13889,0.2,0.8
1043,say it twice,0.56944,0.5,0.8
1044,to give the audience a reason to want to put for that effort,0.65278,0.5,0.8
1045,moved by the movie 's depiction of sacrifice and its stirring epilogue in post-Soviet Russia,0.83333,0.8,0.7999999999999999
1046,the resurrection,0.52778,0.5,0.8
1047,"drug dealers ,",0.375,0.2,0.8
1048,its patchy construction,0.38889,0.3,0.8
1049,sets out with no pretensions and delivers big time,0.75,0.8,0.7999999999999999
1050,"Has all the values of a straight-to-video movie , but because it has a bigger-name cast , it gets a full theatrical release .",0.22222,0.3,0.8
1051,do exactly that,0.5,0.5,0.8
1052,see this film you 'll know too,0.52778,0.4,0.8
1053,ethereal nature,0.54167,0.7,0.7999999999999999
1054,"cast , but never quite gets off the ground .",0.40278,0.3,0.8
1055,whose legacy had begun to bronze,0.625,0.5,0.8
1056,the face and spit in the eye,0.33333,0.1,0.8
1057,a part of us that can not help be entertained by the sight of someone getting away with something,0.79167,0.4,0.8
1058,Chuck,0.56944,0.5,0.8
1059,and credible characters,0.77778,0.7,0.7999999999999999
1060,"This is the sort of burly action flick where one coincidence pummels another , narrative necessity is a drunken roundhouse , and whatever passes for logic is a factor of the last plot device left standing .",0.27778,0.3,0.8
1061,The experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not,0.20833,0.3,0.8
1062,big things,0.5,0.55,0.7000000000000001
1063,predictable parent,0.44444,0.4499999999999999,0.7
1064,one another,0.5,0.5,0.8
1065,gay sex,0.43056,0.5,0.8
1066,get the same love story and parable,0.79167,0.4,0.8
1067,rescue ( the Funk Brothers ),0.5,0.5,0.8
1068,the right bands for the playlist and,0.55556,0.5,0.8
1069,"Tartakovsky 's team has some freakish powers of visual charm ,",0.76389,0.8,0.7999999999999999
1070,"like a travelogue for what mostly resembles a real-life , big-budget NC-17 version of Tank Girl",0.47222,0.4,0.8
1071,loved the look of this film .,0.83333,0.8,0.7999999999999999
1072,"be left with the sensation of having just witnessed a great performance and , perhaps ,",0.83333,0.7,0.7999999999999999
1073,convince me that Calvin Jr. 's Barbershop represents some sort of beacon of hope in the middle of Chicago 's South Side,0.58333,0.5,0.8
1074,"an unsympathetic hero caught up in an intricate plot that while cleverly worked out , can not overcome blah characters",0.25,0.3,0.8
1075,has the chops of a smart-aleck film school brat and the imagination of a big kid,0.75,0.5,0.8
1076,"a rather sturdy , old-fashioned entertainment",0.68056,0.7,0.7999999999999999
1077,in 1915 Armenia,0.5,0.3,0.8
1078,"looking for a smart , nuanced look at de Sade and what might have happened at Picpus",0.63889,0.4,0.8
1079,his most uncanny,0.55556,0.4,0.8
1080,had their hearts in the right place .,0.61111,0.7,0.7999999999999999
1081,her raw performance,0.5,0.5,0.8
1082,accumulated force,0.5,0.4,0.8
1083,sometimes murky,0.33333,0.3,0.8
1084,most of the writing in the movie,0.43056,0.4,0.8
1085,is n't particularly funny,0.27778,0.2,0.8
1086,our souls,0.5,0.5,0.8
1087,"Its salient points are simultaneously buried , drowned and smothered in the excesses of writer-director Roger Avary .",0.33333,0.2,0.8
1088,it 's this rich and luscious,0.75,0.8,0.7999999999999999
1089,is sensational and revelatory,0.80556,0.8500000000000001,0.9
1090,Me Without You,0.5,0.4499999999999999,0.7
1091,"'ve ever seen before , and yet completely familiar .",0.73611,0.5,0.8
1092,", Trouble Every Day is a plodding mess .",0.31944,0.1,0.8
1093,a frighteningly capable debut,0.69444,0.4,0.8
1094,overlooked pitfalls,0.33333,0.3,0.8
1095,less dramatic but equally incisive,0.43056,0.7,0.7999999999999999
1096,sequel that 's much too big for its britches,0.30556,0.2,0.8
1097,", Who is Cletis Tout ?",0.5,0.4,0.8
1098,much of what 's on Saturday morning TV especially the pseudo-educational stuff we all ca n't stand,0.31944,0.2,0.8
1099,were at home watching that movie instead of in the theater watching this one,0.33333,0.3,0.8
1100,hammy at times,0.48611,0.3,0.8
1101,magnolia,0.5,0.5,0.8
1102,"from a sharper , cleaner script",0.61111,0.7,0.7999999999999999
1103,involving one,0.5,0.4,0.8
1104,but filmmaker Yvan Attal quickly writes himself into a corner,0.30556,0.2,0.8
1105,"enjoyable , Conan-esque claptrap",0.69444,0.4,0.8
1106,A great script brought down by lousy direction . Same guy with both hats . Big mistake .,0.5,0.2,0.8
1107,cut a swathe,0.55556,0.3,0.8
1108,finds a consistent tone,0.66667,0.5,0.8
1109,For a film about two mismatched buddies,0.44444,0.5,0.8
1110,an intense political and psychological thriller,0.80556,0.5,0.8
1111,Ms . Bullock 's best work in some time,0.98611,0.8,0.7999999999999999
1112,"a delightful , witty , improbable romantic comedy with a zippy jazzy score",0.83333,0.8500000000000001,0.9
1113,"in itself , is extraordinary .",0.66667,0.8,0.7999999999999999
1114,"originality , cleverness or even visible",0.625,0.5,0.8
1115,ham-fisted sermon,0.5,0.2,0.8
1116,Kev,0.5,0.5,0.8
1117,flat-out amusing,0.83333,0.8,0.7999999999999999
1118,write and,0.54167,0.5,0.8
1119,Tok and,0.5,0.5,0.8
1120,focus,0.54167,0.5,0.8
1121,is about as deep,0.45833,0.3,0.8
1122,say the ingredients do n't quite add up to a meal,0.27778,0.2,0.8
1123,Steers refreshingly clear,0.68056,0.8,0.7999999999999999
1124,since The Bad News Bears,0.5,0.4,0.8
1125,techno-sex,0.47222,0.5,0.6000000000000001
1126,albeit one,0.5,0.4,0.8
1127,"Solid , lump-in-the-throat family entertainment that derives its power by sticking to the facts",0.83333,0.8,0.7999999999999999
1128,in a film that does n't merit it,0.27778,0.2,0.8
1129,Helps,0.54167,0.7,0.7999999999999999
1130,is flat .,0.20833,0.4,0.8
1131,"no psychology here ,",0.33333,0.3,0.8
1132,had n't,0.45833,0.3,0.8
1133,to rent this on video,0.40278,0.5,0.8
1134,great yarn,0.76389,0.8500000000000001,0.9
1135,bullets while worrying about a contract on his life .,0.5,0.1,0.8
1136,David Kendall,0.5,0.5,0.8
1137,"to sort the bad guys from the good , which is its essential problem",0.33333,0.3,0.8
1138,"All Ms. Jovovich ,",0.5,0.5,0.8
1139,touching good sense on the experience of its women,0.75,0.5,0.8
1140,giving chase in a black and red van,0.5,0.4,0.8
1141,"convince us of the existence of the wise , wizened visitor from a faraway planet",0.55556,0.5,0.8
1142,"This charming but slight tale has warmth , wit and interesting characters compassionately portrayed .",0.79167,0.8,0.7999999999999999
1143,more gory than psychological -- with a highly satisfying quotient of Friday-night excitement and Milla power,0.56944,0.7,0.7999999999999999
1144,shown poor judgment,0.41667,0.2,0.8
1145,This bracingly truthful antidote to Hollywood teenage movies that slather Clearasil over the blemishes of youth captures the combustible mixture of a chafing inner loneliness and desperate grandiosity that tend to characterize puberty .,0.79167,0.4,0.8
1146,"has a built-in audience ,",0.54167,0.7,0.7999999999999999
1147,off with a bang,0.63889,0.7,0.7999999999999999
1148,"'s coherent , well shot",0.66667,0.8,0.7999999999999999
1149,"no less subservient to Bond 's tired formula of guns , girls and gadgets",0.38889,0.3,0.8
1150,director Sam Mendes,0.5,0.55,0.7000000000000001
1151,one day,0.5,0.5,0.8
1152,unhappy situation,0.375,0.2,0.8
1153,Standing by Yourself,0.48611,0.4499999999999999,0.7
1154,with boundless energy,0.63889,0.8,0.7999999999999999
1155,pardon,0.5,0.5,0.8
1156,at the French film industry during the German occupation,0.5,0.2,0.8
1157,be smarter than any 50 other filmmakers still at work,0.48611,0.5,0.8
1158,Those prone to indignation need not apply ;,0.33333,0.3,0.8
1159,"But in its child-centered , claustrophobic context , it can be just as frightening and disturbing -- even punishing .",0.18056,0.3,0.8
1160,'s not the least of Afghan tragedies that this noble warlord would be consigned to the dustbin of history,0.41667,0.3,0.8
1161,who remembers the '60s or is interested in one man 's response to stroke,0.41667,0.3,0.8
1162,as spooky action-packed trash of the highest order,0.33333,0.3,0.8
1163,offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close,0.56944,0.5,0.8
1164,before he took to drink,0.5,0.3,0.8
1165,mature and frank,0.48611,0.5,0.8
1166,`` Spider-Man '' certainly delivers the goods,0.98611,0.8,0.7999999999999999
1167,a routine crime,0.36111,0.2,0.8
1168,could use a few good laughs,0.41667,0.4,0.8
1169,"the , yes , snail-like pacing and lack of thematic resonance",0.33333,0.2,0.8
1170,acted crowd-pleaser that is n't above a little broad comedy and a few unabashedly sentimental tears,0.68056,0.7,0.7999999999999999
1171,its excellent storytelling,0.81944,0.8500000000000001,0.9
1172,to comparing The Evil Dead with Evil Dead II,0.33333,0.4499999999999999,0.7
1173,ever racing,0.58333,0.5,0.8
1174,his special effects,0.5,0.5,0.8
1175,a character study,0.5,0.5,0.8
1176,"charming , sometimes infuriating",0.66667,0.4,0.8
1177,"artfully restrained in others , 65-year-old Jack Nicholson",0.61111,0.5,0.8
1178,find its pleasures intermittent,0.44444,0.3,0.8
1179,a young boy,0.68056,0.5,0.8
1180,old Coke,0.5,0.5,0.6000000000000001
1181,"reminds us how realistically nuanced a Robert De Niro performance can be when he is not more lucratively engaged in the shameless self-caricature of ` Analyze This ' ( 1999 ) and ` Analyze That , ' promised ( or threatened ) for later this year",0.625,0.4,0.8
1182,also comes with the laziness and arrogance of a thing that already knows it 's won,0.38889,0.2,0.8
1183,"sitting in a downtown café , overhearing a bunch of typical late-twenty-somethings natter on about nothing , and",0.29167,0.3,0.8
1184,"Beautiful , angry and sad ,",0.73611,0.4,0.8
1185,athletic exploits,0.55556,0.7,0.7999999999999999
1186,worthy EMI recording,0.625,0.7,0.7999999999999999
1187,manages to deliver a fair bit of vampire fun,0.58333,0.7,0.7999999999999999
1188,the movie 's,0.5,0.4,0.8
1189,starts out as competent but unremarkable ... and gradually grows into something of considerable power .,0.66667,0.7,0.7999999999999999
1190,heavy-handed and,0.30556,0.2,0.8
1191,on why we take pictures,0.44444,0.5,0.8
1192,under-inspired,0.19444,0.2,0.8
1193,broken family,0.44444,0.2,0.8
1194,"the frustration , the awkwardness",0.40278,0.2,0.8
1195,remains utterly satisfied to remain the same throughout .,0.66667,0.5,0.8
1196,A film that takes you inside the rhythms of its subject,0.70833,0.7,0.7999999999999999
1197,"restore ( Harmon ) to prominence ,",0.63889,0.7,0.7999999999999999
1198,"the world 's political situation seems little different , and ( director Phillip )",0.55556,0.3,0.8
1199,All that 's missing,0.61111,0.3,0.8
1200,"seen before , and yet completely familiar",0.40278,0.5,0.8
1201,own existence,0.5,0.4,0.8
1202,an Oscar-worthy performance,0.93056,0.8500000000000001,0.9
1203,"What Eric Schaeffer has accomplished with Never Again may not , strictly speaking , qualify as revolutionary . But it 's defiantly and delightfully against the grain",0.69444,0.7,0.7999999999999999
1204,"Cho 's life story ,",0.52778,0.5,0.8
1205,Begley 's,0.5,0.5,0.8
1206,may surprise you,0.66667,0.5,0.8
1207,with the thesis,0.5,0.5,0.8
1208,something hip and,0.54167,0.5,0.8
1209,enact a sort of inter-species parody of a VH1 Behind the Music episode,0.375,0.4,0.8
1210,"is hollow , self-indulgent , and - worst of all - boring",0.055556,0.1,0.8
1211,"There 's no point of view , no contemporary interpretation of Joan 's prefeminist plight",0.40278,0.2,0.8
1212,immorality,0.25,0.1,0.8
1213,Miller .,0.5,0.5,0.8
1214,"goes unindicted here , which is probably for the best",0.30556,0.5,0.8
1215,does the absolute last thing we need Hollywood doing to us,0.22222,0.1,0.8
1216,by a quintet of actresses,0.51389,0.5,0.8
1217,himself the bastard child of the Beatnik generation,0.5,0.3,0.8
1218,leukemia,0.33333,0.1,0.8
1219,would be consigned to the dustbin of history,0.375,0.2,0.8
1220,increasingly diverse,0.38889,0.7,0.7999999999999999
1221,loving anime,0.75,0.8,0.7999999999999999
1222,he has been able to share his story so compellingly with us is a minor miracle,0.81944,0.7,0.7999999999999999
1223,to make a big splash .,0.68056,0.7,0.7999999999999999
1224,the improbable `` Formula 51 '' is somewhat entertaining,0.77778,0.5,0.8
1225,for a reasonably intelligent person,0.56944,0.5,0.8
1226,"It 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) ,",0.069444,0.2,0.8
1227,"fashion a Brazil-like , hyper-real satire",0.66667,0.4,0.8
1228,tempting alternatives,0.51389,0.5,0.8
1229,is constantly,0.61111,0.4,0.8
1230,might be with a large dose of painkillers,0.36111,0.3,0.8
1231,so stylized as to be drained of human emotion,0.27778,0.2,0.8
1232,a hobby that attracts the young and fit,0.58333,0.7,0.7999999999999999
1233,video medium,0.5,0.5,0.8
1234,with its unflinching gaze a measure of faith in the future,0.65278,0.7,0.7999999999999999
1235,primal fears,0.58333,0.2,0.8
1236,is all the more remarkable because it,0.77778,0.7,0.7999999999999999
1237,to the original text,0.55556,0.5,0.8
1238,it ultimately comes off as a pale successor .,0.43056,0.2,0.8
1239,inspire the young people,0.70833,0.8,0.7999999999999999
1240,at the star-making machinery of tinseltown,0.54167,0.4,0.8
1241,churning ground that has long passed the point of being fertile,0.23611,0.2,0.8
1242,how desperate the makers of this ` we 're - doing-it-for - the-cash ' sequel were,0.33333,0.1,0.8
1243,-- and particularly the fateful fathers --,0.5,0.3,0.8
1244,offbeat sensibilities for the earnest emotional core to emerge with any degree of accessibility,0.38889,0.4,0.8
1245,lascivious-minded,0.52778,0.2,0.8
1246,leaves a bad taste in your mouth and questions on your mind,0.48611,0.2,0.8
1247,got to my inner nine-year-old,0.625,0.5,0.8
1248,the tormented persona of Bibi,0.45833,0.3,0.8
1249,", poetic road movie",0.52778,0.5,0.8
1250,Gondry 's direction,0.5,0.5,0.8
1251,off Borg Queen Alice Krige 's cape,0.52778,0.4,0.8
1252,itch to explore more,0.65278,0.7,0.7999999999999999
1253,be heart-rending in an honest and unaffected ( and gentle ) way,0.83333,0.3,0.8
1254,observation and,0.51389,0.5,0.8
1255,his themes,0.5,0.5,0.8
1256,( emotionally at least ),0.5,0.4499999999999999,0.7
1257,"what comes from taking John Carpenter 's Ghosts of Mars and eliminating the beheadings . In other words , about as bad a film you 're likely to see all year",0.055556,0.1,0.8
1258,"Put it somewhere between Sling Blade and South of Heaven , West of Hell",0.5,0.4,0.8
1259,unremittingly ugly,0.22222,0.1,0.8
1260,essential to both movie,0.58333,0.5,0.8
1261,"'s clear why Deuces Wild , which was shot two years ago , has been gathering dust on MGM 's shelf",0.25,0.2,0.8
1262,is admire the ensemble players and wonder what the point of it is .,0.44444,0.4,0.8
1263,"constructs a hilarious ode to middle America and middle age with this unlikely odyssey ,",0.75,0.8,0.7999999999999999
1264,swims away with the Sleeper Movie of the Summer award .,0.58333,0.8,0.7999999999999999
1265,How,0.60417,0.5,0.8
1266,Interesting both as a historical study and as a tragic love story,0.76389,0.7,0.7999999999999999
1267,about Extreme Ops,0.5,0.4,0.8
1268,"next to his best work , feels clumsy and convoluted",0.19444,0.2,0.8
1269,on its mind,0.5,0.5,0.8
1270,"gripping portrait of Jim Brown , a celebrated wonder in the spotlight",0.84722,0.8,0.7999999999999999
1271,"shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative",0.375,0.3,0.8
1272,"much on Max when he should be filling the screen with this tortured , dull artist and monster-in-the",0.31944,0.3,0.8
1273,"Kissing Jessica Steinis quirky , charming and often hilarious . Yet it 's not quite the genre-busting film it 's been hyped to be because it plays everything too safe",0.5,0.5,0.8
1274,too rare in Hollywood 's hastier productions,0.51389,0.4,0.8
1275,Haneke 's portrait of an upper class Austrian society and the suppression of its tucked away,0.5,0.4,0.8
1276,his longer journey still ahead,0.48611,0.4,0.8
1277,borrowed images,0.29167,0.3,0.8
1278,", Kapur modernizes A.E.W. Mason 's story to suit the sensibilities of a young American , a decision that plucks `` The Four Feathers '' bare .",0.41667,0.3,0.8
1279,early,0.5,0.5,0.8
1280,"does n't beat that one , either .",0.36111,0.2,0.8
1281,frazzled wackiness,0.56944,0.3,0.8
1282,to hit theaters since Field of Dreams .,0.55556,0.5,0.8
1283,every now and,0.54167,0.5,0.8
1284,prevents the proceedings from feeling repetitious,0.625,0.7,0.7999999999999999
1285,into the rough waters of contradiction,0.44444,0.3,0.8
1286,"gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill .",0.77778,0.8,0.7999999999999999
1287,"sit through a crummy , wannabe-hip crime comedy that refers incessantly to old movies , when you could just rent those movies instead , let alone seek out a respectable new one",0.18056,0.2,0.8
1288,but it 's extremely well played and often very funny .,0.83333,0.8,0.7999999999999999
1289,submarine spectacular ? Alas,0.41667,0.3,0.8
1290,the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl,0.59722,0.3,0.8
1291,draw you deeply into its world,0.80556,0.7,0.7999999999999999
1292,desperate grandiosity,0.5,0.2,0.8
1293,21st Century 's new `` Conan,0.55556,0.5,0.8
1294,thoughtfully delivered,0.77778,0.8,0.7999999999999999
1295,"Even if it ultimately disappoints , the picture does have about a matinee admission 's worth of funny to keep it afloat .",0.47222,0.5,0.8
1296,all of Eight Legged Freaks was as entertaining as the final hour,0.55556,0.7,0.7999999999999999
1297,its juxtaposition of overwrought existentialism and stomach-churning gore will have you forever on the verge of either cracking up or throwing up .,0.26389,0.3,0.8
1298,"Yiddish theater , whose jolly , fun-for-fun 's - sake communal spirit goes to the essence of Broadway",0.625,0.7,0.7999999999999999
1299,Toward,0.56944,0.5,0.8
1300,of yourself you did n't know,0.5,0.4,0.8
1301,no fewer than five,0.5,0.5,0.8
1302,feel my eyelids ... getting ... very ...,0.16667,0.3,0.8
